movie,valence,energy,darkness,tension,warmth,humor
"""Divergent""",-0.34189822535134023,0.4405399769544601,0.037508606910705566,0.11247222423553467,-0.16365906596183777,-0.07473497092723846
"""Transcendence""",-0.16385941528197792,0.07002126425504684,0.26948044300079343,0.8064827829599381,-0.21951158046722413,0.02245369553565979
"""Resident Evil""",-0.4254688755609095,0.2341366305947304,0.3050990104675293,0.24903153479099271,-0.24098089933395386,-0.0106525719165802
"""Apocalypto""",-0.6748294244986027,0.15288001149892808,0.0973680317401886,0.2262307420372963,-0.0562455952167511,-0.06631553173065186
"""The Purge""",-1.0169089355350782,0.12368158102035523,0.5799063965678215,0.32578642666339874,-0.4472196131944657,-0.028024256229400635
"""The Holiday""",0.3476097877137363,0.14942559078335763,-0.10924489796161652,0.1257980301976204,0.17589833736419677,0.19264208272099495
"""School of Rock""",0.465022071369458,0.052764907479286194,-0.05803482234477997,0.012378484010696411,-0.18419495224952698,0.22264906466007234
"""Tomorrowland""",0.10901713222265244,0.20500492453575134,-0.0038563311100006104,0.21543329656124116,0.04750897884368896,-0.04553206264972687
"""Night at the Museum""",-0.14624715007375924,0.4248108625411987,-0.011340588331222534,0.1752690553665161,0.048547820746898646,0.2180877596139908
"""Meet the Parents""",-0.0774859461002052,0.023290396854281428,-0.04406528174877167,0.19914876818656924,0.05490796416997909,0.1437167686223984
"""Hotel Transylvania 2""",0.30255453041366615,-0.0006098076701164246,0.027763057500123978,0.015989407896995544,0.11318970620632171,0.14751717895269395
"""Ocean's Eleven""",-0.05049390462227166,0.28812209218740464,0.148866418376565,0.1523264802992344,-0.004316505044698715,0.0022224322892725468
"""Edward Scissorhands""",-0.37414894203344984,0.018465292453765866,0.05561140850186348,0.33781182020902634,0.345185224711895,-0.04944610595703125
"""Liar Liar""",0.011393756419420253,0.09058730527758599,-0.15277212858200073,0.1487489327788353,0.011744549870491033,0.10353757560253145
"""Ocean's Twelve""",-0.304518633056432,0.24098840057849885,0.15098872650414707,0.2624189376831055,-0.12996909022331238,0.06631963700056076
"""The Island""",0.34446177911013365,0.5431438803672791,0.009371551871299746,0.25425661355257034,-0.010844299197196955,-0.038803935050964355
"""Speed""",-0.2929763842374086,0.42273461222648623,0.048354785144329074,0.3913127213716507,-0.016764342784881592,0.04301643788814545
"""Back to the Future Part II""",-0.09637828562408685,0.17954531461000442,-0.03991468995809555,0.1328708529472351,-0.13749980926513672,0.1410775788128376
"""Fantastic Four""",-0.30410772245377304,0.4029588237404823,0.08911707997322083,0.17994256615638732,-0.1365642249584198,-0.04007142037153244
"""Pirates of the Caribbean: Dead Men Tell No Tales""",-0.06689140386879444,0.3780795320868492,0.013982422649860382,0.11628286093473435,-0.09694308787584305,-0.12209656834602356
"""How to Train Your Dragon: The Hidden World""",-0.2105378970503807,0.32304124832153325,-0.20956984460353853,0.38516499400138854,0.8405759602785111,-0.052456728219985954
"""Furious 7""",-0.7105429940856993,0.5504627414047718,0.2817746937274933,0.35495246872305874,-0.1578681766986847,-0.06998508751392364
"""American Hustle""",-0.2559055822590987,0.1473187655210495,0.15760621652007104,0.12513834461569787,-0.20490387082099915,-0.005134120583534241
"""Inglourious Basterds""",-0.2383200628682971,0.1519635796546936,0.2862779170274734,0.41992292851209645,-0.25117567777633665,-0.05893263220787048
"""17 Again""",0.1472618819680065,-0.09338564276695252,0.010893680155277252,0.359678715467453,0.06792533546686172,0.20915825366973878
"""28 Days Later""",-0.5485842123938104,0.11459427177906037,0.3882739424705505,0.27314305305480957,-0.30855613052845,-0.17492789030075073
"""Misery""",-0.41678375005722046,0.12590323984622956,0.0881365567445755,0.4673324137926102,-0.09788955748081207,-0.02331522434949875
"""The Incredible Hulk""",-0.25112205867966014,0.4217445909976959,0.19104193449020385,0.2075380519032478,-0.18746795058250426,-0.025723911821842194
"""Iron Man""",0.0005090140427152315,0.3607443779706955,0.00522206723690033,0.11019428372383118,-0.12044854462146759,-0.0035492777824401855
"""The Mummy Returns""",-0.19049313923137057,0.37333483844995496,0.10787280648946762,0.07777510136365891,-0.04060058295726776,-0.03750617802143097
"""Moon""",-0.2464497715912082,-0.11406405866146088,0.019319891929626465,0.1872759595513344,-0.0759657472372055,-0.07941368967294693
"""The Adventures of Tintin""",-0.153897787630558,0.28662920743227005,-0.033192992210388184,0.3181191235780716,-0.11315453052520752,-0.01783401846885681
"""Saw""",-0.6991016378626227,0.1626497119665146,0.36391283981502054,0.4581778794527054,-0.29044592976570127,-0.08310222625732422
"""District 9""",-0.49777966970577836,0.0013435650616884232,0.10339381545782089,-0.016789257526397705,-0.06474488973617554,0.015979962423443794
"""Captain America: The First Avenger""",-0.04285575810354203,0.4880287021398545,-0.03784004598855972,0.13570638597011567,-0.09575378149747849,-0.023855324387550354
"""Big Hero 6""",0.5807842761278152,0.5314367175102235,-0.29907818809151654,0.1697668269276619,0.4193025708198548,0.16981804817914964
"""Mission: Impossible - Rogue Nation""",-0.5381179712712765,0.4733970075845718,0.04955407977104187,0.18139915466308593,-0.1955145001411438,-0.009370684623718262
"""The Fifth Element""",0.02121799322111266,0.44070209711790087,0.03234851360321045,0.21548419594764712,-0.16963352262973785,0.02509159445762635
"""Minority Report""",-0.5157813240256575,0.39173773229122166,0.1950035482645035,0.3900483399629593,-0.27152899503707884,-0.019533470273017883
"""The Devil's Advocate""",-0.23610515845939517,0.005741320550441742,0.38077792078256606,0.66781045794487,-0.32456920444965365,-0.008419762849807739
"""Night at the Museum: Secret of the Tomb""",0.06369647281667729,0.24384459257125854,-0.03272394835948944,0.10485567152500153,0.005808034539222712,0.21836825907230378
"""Star Wars: The Last Jedi""",-0.0746457464993,0.45898157954216007,0.0967337891459465,0.169363072514534,-0.02934195771813393,0.04565297067165375
"""Star Wars: The Rise of Skywalker""",0.014058932662010193,0.42766702026128767,0.039788246154785156,0.10513918027281761,-0.010168146342039108,0.018448546528816223
"""Enemy""",-0.11022764880742346,0.12467977553606034,0.0811316579580307,0.5191116034984589,-0.06743040680885315,-0.11004963517189026
"""The Twilight Saga: New Moon""",-0.19684080531199774,0.08786392509937285,-0.13366652131080628,0.19927466809749605,0.446385082602501,-0.12063402682542801
"""50 First Dates""",0.6078650268726051,0.1313176214694977,-0.007980667054653168,0.20407773852348327,0.2825674399733543,0.2599078227579594
"""The Proposal""",-0.010209330730140187,-0.07592584043741227,-0.0427558459341526,0.30533402785658836,0.14762826412916183,0.13865380436182023
"""Lord of War""",-0.22572704404592514,0.17444846630096436,0.2768590092658997,0.34774333164095883,-0.18630965054035187,0.024466795846819878
"""Night at the Museum: Battle of the Smithsonian""",0.8810111065511591,0.4618004396557808,-0.10758382081985474,0.13209002763032912,0.1525317408144474,0.17564927488565446
"""Jackie Brown""",-0.25477001319328946,0.13345523029565812,0.10075643062591554,0.3925963073968888,-0.1336498260498047,0.028385106474161148
"""A Clockwork Orange""",-0.5657260522246361,0.1769179865717888,0.06429602205753326,0.09592349082231522,-0.05608450174331664,0.04134154915809632
"""Transformers""",-0.075401504834493,0.3984909042716026,0.08296017348766327,0.16445683240890502,-0.16595405340194702,0.1133066937327385
"""Pirates of the Caribbean: On Stranger Tides""",-0.27112511545419693,0.37455804124474523,-0.014485351741313934,0.16625754833221434,-0.09722928702831268,-0.054213330149650574
"""Sin City""",-0.24573671724647284,0.30870184749364854,0.23264684975147248,0.37603873014450073,-0.16871655285358428,0.029705941677093506
